,title,pros,cons,rating
1672,#мояраспаковка,Комплектація-ціна,Маркий корпус,5
1673,"Ноутбук весьма приличный. Мой экземпляр пришёл в полностью запечатанной коробке, т.е. новенький, с завода (никто его не возвращал до меня). Отличная производительность. Очень доволен.","Внушительная производительность, стильный дизайн, хорошее соотношение цены/качества","Невозможность самостоятельного апгрейда без потери гарантии, маркий корпус.",5
1674,Хочу узнать так сказать о минусах или подводных камнях перед покупкой,,,5
1675,"Здравствуйте, проблемы с Wi-Fi , работает только рядом возле роутера, отошёл на метр сигнал падает до 1 палочки, драйвера ставил через HP Support Assistant, Windows 10, роутер исправный, при раздаче с телефона сигнал очень слабый, это аппаратная проблема или программная ?",,,5
1676,"Брали девушке для работы. Сама установила Винду, на первое впечатление довольны всем, за такие деньги характеристики бомба, ещё и хорошая скидка была на ""черную пятницу""",,,5
1677,"Поки все чудово, характеристики відповідають дійсності. Дизайн пушка",,,5
1678,,,,5
1679,"Пользуюсь месяц. Пока нареканий нет. Сначала показалось, что притормаживает, но потом привык. В общем - для моих целей и для его цены - вполне приличная машинка. Надеюсь , что и дальше всё будет так-же",работает тихо и не греется,"Батарея не съёмная, как написано в описании",4
1680,"При выключении выдало ""Подготовка Windows. Не выключайте компьютер"" Помогите, пожалуйста, советом как убрать обновление. Уже пол часа.. Покупка сегодня. Хелп, мне работать нужно",,Подтормаживает,3
1681,"Хороший ноутбук, видео смотреть комфортно, а этого мне хватает","Экран, дизайн",Не обнаружил,5
1682,"Отзыв будет написан после пользования старым ноутбуком около 10 лет. Ноут летает как угарелый. Когда старый ноут кипел с температурой ада, от этого ноута при касании можно замёрзнуть. Грузит игры так быстро, что не успеваешь обновить страницы в соцсетях. Процессор и оперативка решает. Видео драйвер тоже порадовал. Единственные моменты, которые доставили проблемы связаны с странностями 10 винды.","Скорость, нагревается только если поставить на плиту или костёр.","Не слышал, не видел, не заметил",5
1683,"Очень советую сразу посмотреть видео с офф. канала асуса перед настройкой подсветки: https://www.youtube.com/watch?v=pFqKVL3rETA Причина: стор винды предлагает апп aura rog core (или типа того), но, если вырубить с нее подстветку, то нижняя панель тем же путем не включится, а на видео устанавливается хороший софт (и понятно сразу, зачем кнопочки с вентилятором и эмблемкой).  Касательно линукса: из-под убунты не работают некоторые fn-функции, нет софта для настройки подсветки, иногда без повода шумят вентиляторы, как и любой игровой ноутбук, расчитан больше на винду, но с дуалбутом вполне комфортно. Еще линукс не видит микрофон с наушников, что идут в подарок (не видит физически, определяет, как просто уши). Решить проблему с тугими портами и ушами на линуксе можно покупкой хаба с usb и разъемами под уши и микро (раздельно, для наушников есть раздвоитель).","Шустрый, красивый, игрульки тянет на ура.","Тяжеленький, не советовал бы ставить еще диск, лучше сразу искать модель с 500+ гб, если есть нужда. Тугие usb-разъемы, находятся близко друг к другу по левой стороне ноута.",5
1684,"Добрый день. Посоветуйте жесткий диск на 1тб, чтоб закинуть в него. Желательно ссылку с розетки. Спасибо)",,Не нашел ),5
1685,Пушка ракета,Стильный шустрый хороший проц красивая подсветка,Охлаждения при нагрузке слабовато нужна подставка,5
1686,"Вопрос к представителю ASUS, не знаю проблема это техническая или программная, но карта не хочет включаться, то бишь при включении любой игрушки и даже программы, карта загружена на 0%, в устройствах и в биосе отображается, пытался отключать встроенную, не помогает, через утилиту Nvidia тоже никаких результатов. Заранее спасибо за ответ.",,,5
1687,Супер ноутбук за цю ціну.,"І5, відеокарта, ссд, подсветка","Корпус трохи нестандартний, не лізе в рюкзак для 15,6""",5
1688,"Покупкой ноутбука доволен. Всё отлично работает,шум системы охлаждения не раздражает(если играть в наушниках). Ноутбук не греется (максимальные температуры которые я заметил в RAGE 2 - ЦП 80-85С,ГП-70-73С в некоторых играх ещё меньше). В общем что говорить,к покупке рекомендую,за 2 недели активного использования недостатков не обнаружил.","Отличная производительность,тонкие рамки дисплея,красочная подсветка,удобная клавиатура,стильный дизайн,шикарный звук",Не обнаружил,5
1689,"Брав по акції в безпроцентний кредит. Правда, без акції коштував менше, але то таке. Вживу набагато кращий, клавіатура, екран чудові. екран не дизайнерський, але після TN чудовенний. Ubuntu стала зразу (комбінації з fn не всі роблять), але, виявилось, той світлофор можна вимкнути лише з-під вінди. При установці він10х64 інсталятор і вінда не бачили ні тач-пад, ні мишу. Вимкнути підсвітку корпуса вдалось, увімкнути - ні. Шумить, але не голосно, у порівнянні з іншими моделями у колег майже безшумний. Але в тишині відчувається. Корпус, екран, коавіатура гнуться. Тачпад залапується моментально. Широкий, у мій старий рюкзак не влазить. І реально важкий. 8 ОЗУ і 256 SSD мало. Гарантії рік, потім доставлю. В комплекті є шлейф для додаткового диска.","Шустрий, проц,, IPS екран, ssd, ціна",ніхт,5
1690,"Обошелся достаточно дешево, поэтому в таком ценовом диапазоне это лучшее что можно было купить. Брался больше для работы. Игры вряди буду запускать на нем какие-то Использую в замен стационарному блоку, который слишком уж громоздкий по современным меркам Ноут подключаю к нормальному монитору. Сам экран ноута служит как второстепенный.  Из хорошего: - Неплохое охлажение, хороший внешний вид. - Есть место под второй диск и под слот памяти. Добавил HHD на 1Тб и памяти +8Гб. - Работает шустро. - Клавиатура хорошая, не прогинается, не скрипит.  Из плохого: - Экран матовый. Очень посредственный. - Для того чтобы все нормально заработало (подсветка, настройка и т.д.) - нужно ставить кучу всякого софта и с сайта ASUS и через магазин Микрософтовский. Никаких нормальных инструкций что и октуда ставить - нет. - Подсветка клавиш существует просто ради спецэфектов, а не для удобной работы. - Отключить в настройках нижнюю подстветку отдельно от верхней нельзя. Для чего она вообще нужна - непонятно. Слишком яркая.И полностью выключить ее тоже нельзя - обязательно при выключении ноута моргнет пару раз. Пришлось просто повыдергивать разьемы ее питания с платы. - Нет usb-c - Нет камеры.","качество сборки, комплектация, внешний вид","плохой экран, подсветка, нет usb-c",4
1691,,"Охлаждение, процессор.","Экран, габариты, что не льзя самому апгрейд делать, и танцы с бубном с фирменным софтом..",4
1692,"Здравствуйте у меня проблема с подсветкой ноутбука, она перестала работать после утилиток для настроек подсветки. Ещё программу которою рекомендует розетка ""Armoury Crate"" не работает! Помогите!",,,4
1693,"Ноутбук шустренький,не шумный, немного непривычное расположение клавиатуры,но это дело привычки. Невесомый и цвет классный. Я довольна покупкой",Мне все нравится)),Не обнаружила,5
1694,Покупал матери на подарок . Для просмотра фильмов + Facebook отличный вариант. Установил Win 10 .,За такие деньги отличный ноут,Нет,5
1695,"в соотношение цена/качество прекрасный выбор! хорошо работает, легкий, дизайн стильный. пока недостатки не обнаружены)",,,5
1696,,Задоволена вибором і доставкою,Не виявлено),5
1697,А вы можете вместо 4гб озу поставить 8гб и вместо 128гб ssd 256гб,,,5
1698,"Долго выбирал и остановился на этой модели. Отличный вариант для роботы ( очень удобно переписывать с маленького экрана текст и не только ) чёткий экран, быстро запускается. Все класс как всегда у Asus",Пользуюсь этим ноутбуком около месяца. Полёт нормальный.,Не выявил.,5
1699,"купил, спешу обрадовать! для ноутбука с хорошей производительностью, он довольно тонкий. в играх не троттлится(фпс не падает), но греется(проблем никакиз не было). итого по играм: ведмак 3 - высокие - 50 фпс овервоч - высокие - 50 фпс гта 5 - ультра - 50 фпс ассасинс крид ориджинс - средние - 30 фпс кс го - ультра - 100 фпс дота 2 - ультра - 100 фпс вов - ультра - 80 фпс",,,5
1700,"Хороший ноутбук как для работы, так и для игр. С установкой ОС никаких проблем не возникло. НО даже для игр часто не хватает скорости HDD, установить SSD сюда и будет сказка. Долго загружается ОС, опять же из-за жесткого диска. Дисплей неплохой как для TN-матрицы, но до IPS, конечно, далеко, цвета искажаются при небольших поворотах дисплея. При серфинге в интернете через хром, процессор греется уже выше 60°, а в играх достигает 95-98°.","Производительность, цена","Нагрев процессора, жесткий диск",5
1701,"Ноутбук отличный, система охлаждения прекрасна, очень быстро работает на интегрированой карте, если включаете 1050, то начинает немного шуметь, но очень терпимо. Виндовс сразу стал(в биос не нужно заходить, просто загрузочную флешку вставьте) , дрова через DriverPak поставл, но на 1050 не становились, потом, походу, винда подтянула. Панели управления Nvidia нет, ну и не особо то и нужно. По играм: WoT ультра 45-53fps, gta5 очень высокие 60fps, FarCry5 ультра без hd текстур 60fps. От батареи при просмотре видео на вечер хватает.","Эффективное и достаточно тихое охлаждение, 1050 тянет всё, шустро работает и на интегрированой видюхе. Цвет корпуса-бомба. Очень приятный ход клавиш. Тачпад прекрасен.","Слабоватый звук, для кино пойдет, но для игор лучше наушники. Жесткий диск издает потрескивания, очень тихо и это норма, но в полной тишине напрягает.",5
1702,"Купил ноут на Rozetke, доволен покупкой как слон. Все заявленные характеристики соответствуют описанию на сайте. Проц i5 8300Н показывает довольно таки отличные показатели в рендеринге видео. Видеокарта GTX1050 - это нечто! Играть не переиграть. Идет все!!! Причем на высоких настройках графики без потери качества, можно подключить 4К монитор и радоваться картинке. Пластик на удивление оказался неплохого качества, честно я ожидал намного хуже. #мояраспаковка","Процессор, дискретная видеокарта, возможность установки М.2 накопителей (при желании можно приобрести отдельно и скорость записи будет 1500 Mb/s)",Несъемная батарея,5
1703,Купил ноутбук уже давненько. Но многие люди спрашивали как он ведет себя в играх. Я снял об этом подробный ролик.,,,5
1704,"Отличный ноут за свою цену. Довольно хорошо тянет фотошоп и игры, но при записи чего либо, открытии больших файлов, установках, или прочего - проявляются беды с hdd, - он тут ну очень медленный, время отклика огромное и он постоянно загружен на 100%, из-за чего бывают подвисания. После ноутбука с ssd- раздражает. Планирую поставить в него ssd вместо hdd, думаю аж полетит. Ноут кажется постоянно что перегревается, - но это я думаю из-за тонкого материала корпуса - показатели процессора относительно в норме даже во время долгой игры или рендера, главное держать на подставке. Еще из обнаруженных минусов - всего 2 гнезда юсб, если планируете использовать его еще и как настольный, то нужно сразу покупать хаб.",Отличная видеокарта и процессор для своей цены,"HDD, всего 2 гнезда usb",5
1705,"Для получения полной отдачи, желательно установить SSD M.2. Я установил такой: ADATA XPG Gammix S11 Pro 256GB M.2 2280 PCIe 3.0 x4 3D NAND TLC (AGAMMIXS11P-256GT-C) Он с радиатором, небольшой по толщине. В комлекте нет болтика, а он очень тонкий и найти проблемно. Такими прикручена батарея. Систему поставил на него (10 ку). Для игр нужна подставка с охлаждением. Мало USB портов. Правая сторона чистая, без портов. Проводную мышку не удобно подключать. Выход- беспроводная. В остальном все хорошо.","Производительность, цена.",Малое количество USB портов и их отсутствие с правой стороны.,5
1706,,,,5
1707,"Хороший, производительный ноутбук","Производительность, цена","Нагрев,",5
1708,"Купил ноутбук полностью доволен. Нормальный экран звук тоже ничего кому мало можно акустику добавить греется кстати умерено игры тянет очень хорошо на высоких настройках очень даже комфортно играть. Батарея так себе держит до 4 часов в интернет серфинге и в играх около часа. По весу заявленному в характеристиках тяжеловат,дизайн очень даже не плохо как за такие деньги.Кстати винда загружается за 20 сек,чуть слышно работу жесткого диска и вентиляторов ,но дискомфорта никакого нету. На диване играть не комфортно весь горячий воздух в ноги. Драйвера скачал с оф.сайта всё стало на свои места.","Экран,железо,производительный проц.,игровая видюха,Топ за свои деньги","Немного люфтит тачпад ,не хватает подсветки клавиатурыи мало юсб портов.",5
1709,"помогите пожалуйста,купил ноутбук все работает,решил установить ссд м.2,установил но ноутбук не видит его,заходил в управление дисками там его тоже нет",,,5
1710,"Ноутбуком пользуюсь уже чуть больше полугода, пока все работает. Доставили быстро. За свои деньги очень не плохой вариант.",Соотношение цена - характеристики,Пока не выявил,5
1711,"Здравствуйте,в частоте ОЗУ ошибки нет 2133 MHz???",,,5
1712,"В ноутбука прекрасний екран. Для фотошопера це те що потрібно. Кіно буде дуже крутим. А ще крутим є те, що висока роздільна здатність дисплея не сприяє псуванню зору.",Топ ноутбук для тих хто багато часу проводить перед монітором,Немає,5
1713,Екран топ.,,,5
1714,"клавиша пробела работает только в центре, обращаться в сервисный центр? или это конструктивная проблема и не решается вообще?",,клавиатура,1
1715,Продолжаю вести наблюдение.,,На второй неделе использования начала громко клацать клавиша backspace.,5
1716,,,,5
1717,Отличный,,,5
1718,"За такие деньги, если честно, хорошее решение, но оперативной памяти желательно бы по больше, так как в 2020 году у ноутбука за такие деньги должно я думаю быть не менее 16, но если есть возможность вставить ещё плашку то почему бы не приобрести?","Хорошие характеристики, не обращая внимания на малый объём оперативки",8 гб оперативной памяти мало в 2020,3
1719,"Высокочастотный свист/писк сверху слева, похоже на дросселя. Свист присутствует постоянно, при подключении зарядки становится чуточку больше, и меняется от любого действия, будь то перетаскивание окна, клик мышки, нажатие любой клавиши, в том числе и клавиши мыши. Даже когда выключен и просто подключаешь зарядку - начинает свистеть. Работать в тишине не получится, т.к. от этих писков начинает болеть голова, разве что в шумном помещении. Ноутбук вроде не плохой, быстрый, охлаждение тихое, но я вот одного не пойму. Зачем было экономить на дросселях, или что там пищит? Я готов заплатить больше за эти дросселя, цена им грош, лишь бы не пищали и были надёжные. Тем более это thinkpad, а не какой-то там душманский ноутбук. Вот чего lenovo добилась? Второй пришёл на замену, и я отказался вообще от него. Проблема та же. И в будущем даже не собираюсь покупать никакой из lenovo. Экономить на таких мелочах - это смешно.","На фоне главного недостатка достоинств особо не заметил. Ожидал более качественный продукт, как минимум который не пищит.",Высокочастотный свист и писк.,2
1720,Мерехтить підсвітка на яскравості менше 100%. Дуже маркий. В іншому нормальний ноут.,Просто нормальний,ШИМ!,3
1721,В принципі класний ноут тяне на 4+,Хороший проц + відюха,В іграх ноут сідає дуже бисторо около 1 часа,4
1722,"Внимательно смотрите. Это не флагманская модель Hero III, это такой себе более бюджетный вариант. Попался на это, только в другом магазине",,,4
1723,Для офісних задач один з найкращих ноутбуків! Рекомендую!,Хороша клавіатура,Не виявив,4
1724,"Місяць користуюсь ноутом. Нарікань не маю. Не гріється як де не де можна прочитати з поставленими цілями справляється на ура. Використовую для фотошопу, блендеру, юніті і того подібного. + 20 вкладок в браузері. Ні натяку на тормоза.","Потужний, великий, мобільний, тихий, не гріється. Батарея тримає 1.5 год при активному юзанні програм. Покупкою задоволений.","На корпусі залишаються пальці і дуже яскрава підсвітка клави. Пальці не заважають, а підсвітка має три режими світла. Ше викумарює дві стрілочки вгору і вниз на пів висоти але і це не така проблема",5
1725,"Вопрос к представителю Acer. На моем экземпляре ужасно не равномерная подсветка, если смотреть немного пож наклоном, но на некоторых клавишах подсветка выедает глаза:) В то время как даже выделенные клавиши светятся тусклее. Это нормально или нести в сервис?","Мощность, экран, сборка, дизайн","Практически отсутствуют, подсветка клавиатуры.",5
1726,"Купил данный продукт потому что это пушка. Не буду ничего писать, кто знает - тот знает. Взял по хорошей цене. Этот аппарат готов ко всему, как в поиграть, так и к работе с графикой. Дизайн заряжает на любой профиль использования данного ноута. Благодарочка Розетке за их работу. Вы как всегда на высоте!",Это вышка за свои деньги.,Не варит борщи.,5
1727,,,,5
1728,,,,5
1729,Очень качественный ноутбук для роботы и игр! Обсолютно не жалею что приобрёл!,Мощный процессор,Мало оперативки,5
1730,Дмитрий,Отличный ноутбук за такие деньги! Спасибо за такой ноутбуки! Через пару дней поделюсь первыми впечатлениями,"Средний объем батареи если играть, не очень долго держит заряд (но умеренно) Нужно устанавливать Windows, Linux не очень.",4
1731,"Ноутбук приобрёл, очень понравился. Единственное хотелось бы узнать стоит здесь HDMI-in или HDMI-out.",,"Единственный минус это установить приложение настройки подсветки. В целом расцветка итак классная, но мне бы хотелось подстроить под себя.",4
1732,"Не работает нижняя подсветка, я сделал всё как в вашем видео на канале Asus и не помогло, может кто-то знает ещё способы?",,,2
1733,"Не все кнопки работают! Та что с куллером и та что с логотипом Rog Strix, как это понять и что делать?",,,2
1734,1) Есть ли на этой модели тачпад???  2) как его установить и би ошибка при установке драйвера!!!,,,1
1735,Прикольно. Ноутбуки одинаковые а скидки разные,В целом хороший. Для игр что надо.,Не понятно в чем раздница.,5
1736,"Замовляв одразу два аналоги за 29к і за 30,5к, в розетці поставив поруч і порівнював, зовні ідентичні в біос х-ки однакові, єдина різниця що помітив, біос трохи новішої версії в тому що за 29к. Читав відгуки що екран в цих del-ах не дуже, в обох на екранах шукав так звані ""засвіти"" не помітив. Взяв той що дешевший. Вдома ще раз спробував оглянути екран, в темній кімнаті на чорному фоні помітив знизу лівіше від центру трішки є, при ввімкненому світлі абсолютно не помітні. Тому хто сумнівається брати чи ні через екран, беріть і не думайте екран чудовий. Без проблем стала Win 10, половина драйверів встановилась автоматично при підключенні до інтернету, ще штук 5 втановив через сайт Dell через утиліту Support Assist теж все автоматичному режимі, втому числі й оновлення біос. Користуюсь кілька днів політ нормальний.",,,5
1737,"Если нужно могу сняить мини обзор по фпсу в играх (пугб, ведьмак и тд)","засветов нет, хороший проц, охлаждение справляеться при нагрузке, тротлинга не наблюдал.","очень жарко от него когда он на ногах в постели=) когда играю в игрушки, но это не недостаток",5
1738,"Отличный ноутбук, покупкой доволен.","Огромный экран, скорость работы, не греется.","Пока не обнаружил, но на темном экране есть светлые засветы.",5
1739,Вышлите пожалуйста гарантийный талон......Просил при покупке. Но не получил,Всё супер... в танках 93фпс..... установка без проблем всего. загрузка винды 4 сек...... Кстати засветов по углам экрана нету..,проблемы были с установкой видео драйверов.... решил установил сперва nvidia geforce experience,5
1740,"Ноутбук грузится моментально, после того как переустановил вместо Линукс Виндоус 10. Качество изображения отличное, правда есть небольшие засветы, но как на меня это не критично. Драйвера установились сами с виндой, понравилось качество звука в наушниках после Acer aspire этот звук получше будет. Игрушки пока не пробовал, но думаю, что пойдет любая игра - вопрос настроек. Единственный вопрос с которым я не могу разобраться есть ли в этом ноутбуке сканер отпечатков пальцев и если да то как отладить его работу?","Отличное изображение и звук, быстрота работы. Этот бренд считается одним из лучших.",Небольшие засветы экрана в углах. Наверное недостаток это производство Китай.,5
1741,"Купил ноутбук, пользуюсь несколько дней. кто писал о том что не такой высокий фпс, те видимо не могли настроить нормально систему и компоненты. КС:ГО на ультра настройках - 197-300 фпс. Ведьмак 3 - на ультрах 60 фпс. Дота 2 на ультрах 250 фпс стабильно (игры ставил не на ССД, с ним уверен фпс будет выше). Как по мне идеальная производительность за такую цену.","Высокая производительность, отличные показатели, отличная ццветовая гамма.","Максимум что сюда можно написать это шум при сильных нагрузках от кулеров, но как по мне это не страшно. Ах да, еще не отключается Тачпад обычной комбинацией клавиш, но как по мне это совсем незначительно.",5
1742,"Брал для того, чтобы шпилить в танчики и для просмотров фильмов- я доволен!","За эту цену, наверное лучшая ""начинка""!","Экран конечно супер, но как писали многие, тоже есть засвет в верхенем левом углу!",5
1743,"Після встановлення Windows модуль wi-fi працює дивно, кілька хвилин все ок, а потім втрачається з""єднання , потрібно перепідключати . Всі драйвера із оф.сайтів ( Dell, Intel, Microsoft) вже спробував -нічого не допомагає.","Екран, залізо, швидкість",драйвера на Wi-Fi,5
1744,Отличный ноут. Даже Метро последнее тянет. Хотя проц греется до 85-92 град. Но при этом не сильно шумит),,Очень маркое покрытие рабочей панели с клавиатурой. Но то можно и тряпочкой протереть.,5
1745,Все чудово. Ноутбук подобаїться. Купувався дитині на д.р. Працює шустро.,Бистрий і класний по дизайну,Поки не виявили,5
1746,"Вопрос к производителю, какой максимальный объем оперативной памяти? АIDA64 пишет, что чипсет поддерживает 64 гб, но хотелось бы знать точно. По факту 2х4 гб, во время 4-х часовой температура была в пределах нормы, засветы не обнаружены, хотя говорят что проявляются не сразу. Win10 отжирает + - 4гб, то есть есть смысл сразу взять по более.","Шустрый, перегревы не замечены, Win10 с загрузочной флешки поставилась минуты за 3-4.",не замечены,5
1747,"Уже купил, но не на Розетке, но так как часто читаю сам отзывы здесь - напишу свой. Всё что написано - личное мнение. НЕ играю в игры на ноуте, поэтому искал без дополнительной видеокарты, которая помимо того что не нужна мне для моих задач (программирование в 1С), так еще и выделяет дополнительное тепло, которое нужно так-же охлаждать и сильнее гудеть куллеру. Что понравилось: - Размеры, реально компактный и сопоставим с более дорогой 720-й серией. - Матрица, она отличная как за такие деньги, цветопередача, яркость, углы обзора - с этим всё ок. + она выполнена уже по новым технологиям из-за чего и имеет такие минимальные рамки дисплея, в отличии от той же серии ноутбуков Леново 320-330 без S и 520 без S. Хотя по стоимости модели практически сопоставимы. Сижу за ноутом + внешний монитор по 8-10 часов в день и глаза абсолютно не устают. - Подсветка клавиатуры, очень удобно в сумерках и ночью работать. - Отдельная кнопка включения питания, может и мелочь, но для меня это значительный плюс. - Быстродействие, i5 + хороший современный SSD, HDD сразу был после покупки убран из ноута и на его место стал SSD Samsung 860 серии. - Все разъемы находятся ближе к экрану, нет ничего мешающего ""под рукой"", в прошлом ноуте меня это доставало, нужно было постоянно смотреть что-бы не зацепить флешку или что-то еще. - Довольно таки плотно собран, ничего не прогибается если с разумной силой жать. В отличии от той же 320-330 серии без S - просто монолит.  По минусам: - Вроде на сайте указано что корпус металлический, но по факту - только крышка дисплея, на низ я и не рассчитывал, но рабочую область клавиатуры хотелось бы. - Не совсем бесшумный, практически всегда еле слышно крутится куллер на самых минимальных оборотах. Но по сравнению с моим старым ноутом - это просто тишина. - Древний Wi-Fi модуль Intel 3165 с одной антенной, который в режиме ac выдает 433 МБит/с. - Пришлось включать танцы с бубном для установки Windows 10 на чистый диск. Дело в том, что в ноуте уже используется UEFI, а не BIOS, но по каким-то причинам по умолчанию в BIOS включен режим совместимости Legasy OS, но из под него нельзя установить винду, т.к. она после выбора раздела для установки - зависает на распаковке файлов. Еле нашел на сайте microsoft, что оказывается нужно задать в BIOS правильные значения, если оборудование поддерживает UEFI, т.к. сама ОС при установке пытается найти служебные разделы диска для UEFI и ненайдя их - зависает. В общем поменял значения в BIOS и всё пошло.  В остальном всё работает - и хорошо.",Много как для такой стоимости,Особых нет,5
1748,"Купил данный ноут для работы , отдельно доставил SSD https://hard.rozetka.com.ua/ua/kingston_sa1000m8_240g/p36885424/ , полет нормальный . Проблем пока не было , рекомендую .","Автономность , быстродействие ,",Пока не нашел,5
1749,"И так, о ноуте изнутри и снаружи: довольно таки стильный, крышка алюминий, жесткий, не прогибается. Экран шикарен, судя по AIDA64, установлена матрица LG Philips LP156WFC-SPD1. Диск - 1Тб Toshiba -MQ04ABF100. Внутри, под экранирующей пластиной, есть место под М2, судя по расположению ключа, то это вариант PCEx 3.0 - 4 линии могу ошибаться, но вроде гугл именно так подсказывает. Там же слот памяти, с утановленной планкой на 4Гб, вторые 4Гб распаяно на плате. Клавиатура удобная, не считая ""сбитеньких в кучку кнопок стрелок"", мягкий ход клавиш, сами клавиши большие, подсветка имеет 2 уровня. Тачпад большой, чувствительность достаточная, поддерживает жесты: один палец -перемещение курсора, два вниз(вврех)- скролинг, два в стороны - зум, три - при проводке вниз, сворачивает все окна, вверх - вызывает диспетчер открытых приложений. Звук не плохой, не сильно громкий но и тихим назвать тяжело, динамики находятся по бокам, потому при работе ""на коленках"" они не прикрываются. Зарядка в комплекте 65Вт., что по заявлениям производителя, обеспечивает быструю зарядку, пока не проверял. По шумности, в обычной обстановке, куллер практически не слышен, ночью, когда нет фонового шума, слышно его шуршание, но так и должно быть. Воздухозаборник находиться снизу, выброс горячего воздуха с верху( дальний торец, под шарниром экрана). потому работать в постеле и на мягком одеяле не стоит В итоге, ноут хорош, для комфортной работы не хватает SSD (уже хватает:)). Ну и по минусам: всего 2 USB, т.е. при подключении мышки остается один, потому имеет смысл брать мышь Bluetooth, тяжеловат, чисто субъективное, скорее всего из-за алюминиевой крышки, отсутствие сетевого разъема RJ45, иногда нужен, но можно прикупить USB Type-C сетевую карту.","Экран, скорость, вид","в принципе нет, так по мелочи",5
